nom,total,libres,occupation_pct,heure,jour_semaine,minute
Parc Relais Gare De Begles,193,193,0.0,13,1,42
Begles Les Secheries,300,294,2.0,13,1,42
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,42
Victor Hugo,634,254,59.94,13,1,42
Victoire,466,236,49.36,13,1,42
Tourny,950,202,78.74,13,1,42
Front Du Medoc,70,70,0.0,13,1,42
Centre Commercial Meriadeck,1230,771,37.32,13,1,42
Huit Mai 45,399,95,76.19,13,1,42
Gambetta,438,51,88.36,13,1,42
Capucins,270,0,100.0,13,1,42
Camille Jullian,338,196,42.01,13,1,42
Republique,361,109,69.81,13,1,42
Grands Hommes,415,153,63.13,13,1,42
Bourse - Jaures,1300,747,42.54,13,1,42
Salinieres,400,100,75.0,13,1,42
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,42
Parc Relais Ravezies Le Bouscat,366,41,88.8,13,1,42
Liberation,137,34,75.18,13,1,42
Laharpe,80,10,87.5,13,1,42
Parc Relais Gare De Bruges ,57,48,15.79,13,1,42
Parc Relais Floirac Dravemont,52,52,0.0,13,1,42
Floirac Arena,962,947,1.56,13,1,42
Parc Relais Le Haillan Rostand,204,138,32.35,13,1,42
Parc Relais La Gardette Sud,151,108,28.48,13,1,42
Parc Relais Lauriers,149,64,57.05,13,1,42
Parc Relais Buttiniere,600,0,100.0,13,1,42
Parc Relais Arlac,393,385,2.04,13,1,42
Parc Relais Quatre Chemins,396,216,45.45,13,1,42
Pessac Centre,400,259,35.25,13,1,42
Parc Relais Bougnard,168,168,0.0,13,1,42
Parc Relais Unitec,218,0,100.0,13,1,42
Parc Relais Gare De Pessac Alouette,148,94,36.49,13,1,42
Parc Relais Arts Et Metiers,590,593,0.0,13,1,42
Parc Relais Cap Metiers,146,132,9.59,13,1,42
Ars - Belcier,225,129,42.67,13,1,42
Parc Relais Les Pins,220,198,10.0,13,1,42
Parc Relais Villenave Pyrenees,399,159,60.15,13,1,42
Cite Mondiale,842,220,73.87,13,1,42
Gare Saint Jean,267,12,95.51,13,1,42
Porte De Bordeaux,344,89,74.13,13,1,42
Allees De Chartres,415,29,93.01,13,1,42
Parc Relais Stalingrad,120,1,99.17,13,1,42
Parc Relais Galin,279,0,100.0,13,1,42
Bergonie,69,34,50.72,13,1,42
Beaujon,92,14,84.78,13,1,42
Paludate - Saint Jean,566,126,77.74,13,1,42
Parc Relais Les Aubiers,234,232,0.85,13,1,42
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,42
Les Bassins,274,134,51.09,13,1,42
Pey Berland - Saint Christoly,399,88,77.94,13,1,42
Bassins A Flots,250,137,45.2,13,1,42
Brienne,300,166,44.67,13,1,42
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,42
Merignac Centre,285,204,28.42,13,1,42
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,42
Amedee St Germain,639,250,60.88,13,1,42
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,42
Belvedere,400,348,13.0,13,1,42
Amplitude,396,143,63.89,13,1,42
Parc Relais Brandenburg,211,2,99.05,13,1,44
Bord'Eau Village,540,261,51.67,13,1,44
Clemenceau,379,218,42.48,13,1,44
Meunier - Saint Jean,323,114,64.71,13,1,44
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,44
Grand Parc,341,122,64.22,13,1,44
Parc Relais Quarante Journaux,200,185,7.5,13,1,44
Parc Relais Cantinolle,620,533,14.03,13,1,44
Parc Relais De L'Hippodrome,250,60,76.0,13,1,44
Centre Commercant Ginko,930,821,11.72,13,1,44
Parc Relais La Gardette Nord,242,61,74.79,13,1,44
Parc Relais Gare De Begles,193,193,0.0,13,1,44
Begles Les Secheries,300,294,2.0,13,1,44
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,44
Victor Hugo,634,254,59.94,13,1,44
Victoire,466,236,49.36,13,1,44
Tourny,950,202,78.74,13,1,44
Front Du Medoc,70,70,0.0,13,1,44
Centre Commercial Meriadeck,1230,772,37.24,13,1,44
Huit Mai 45,399,93,76.69,13,1,44
Gambetta,438,53,87.9,13,1,44
Capucins,270,0,100.0,13,1,44
Camille Jullian,338,196,42.01,13,1,44
Republique,361,109,69.81,13,1,44
Grands Hommes,415,155,62.65,13,1,44
Bourse - Jaures,1300,747,42.54,13,1,44
Salinieres,400,98,75.5,13,1,44
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,44
Parc Relais Ravezies Le Bouscat,366,42,88.52,13,1,44
Liberation,137,34,75.18,13,1,44
Laharpe,80,10,87.5,13,1,44
Parc Relais Gare De Bruges ,57,48,15.79,13,1,44
Parc Relais Floirac Dravemont,52,52,0.0,13,1,44
Floirac Arena,962,947,1.56,13,1,44
Parc Relais Le Haillan Rostand,204,139,31.86,13,1,44
Parc Relais La Gardette Sud,151,108,28.48,13,1,44
Parc Relais Lauriers,149,63,57.72,13,1,44
Parc Relais Buttiniere,600,0,100.0,13,1,44
Parc Relais Arlac,393,385,2.04,13,1,44
Parc Relais Quatre Chemins,396,217,45.2,13,1,44
Pessac Centre,400,261,34.75,13,1,44
Parc Relais Bougnard,168,168,0.0,13,1,44
Parc Relais Unitec,218,0,100.0,13,1,44
Parc Relais Gare De Pessac Alouette,148,94,36.49,13,1,44
Parc Relais Arts Et Metiers,590,593,0.0,13,1,44
Parc Relais Cap Metiers,146,132,9.59,13,1,44
Ars - Belcier,225,129,42.67,13,1,44
Parc Relais Les Pins,220,198,10.0,13,1,44
Parc Relais Villenave Pyrenees,399,158,60.4,13,1,44
Cite Mondiale,842,220,73.87,13,1,44
Gare Saint Jean,267,14,94.76,13,1,44
Porte De Bordeaux,344,90,73.84,13,1,44
Allees De Chartres,415,27,93.49,13,1,44
Parc Relais Stalingrad,120,1,99.17,13,1,44
Parc Relais Galin,279,0,100.0,13,1,44
Bergonie,69,34,50.72,13,1,44
Beaujon,92,15,83.7,13,1,44
Paludate - Saint Jean,566,125,77.92,13,1,44
Parc Relais Les Aubiers,234,232,0.85,13,1,44
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,44
Les Bassins,274,134,51.09,13,1,44
Pey Berland - Saint Christoly,399,90,77.44,13,1,44
Bassins A Flots,250,137,45.2,13,1,44
Brienne,300,166,44.67,13,1,44
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,44
Merignac Centre,285,204,28.42,13,1,44
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,44
Amedee St Germain,639,249,61.03,13,1,44
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,44
Belvedere,400,348,13.0,13,1,44
Amplitude,396,144,63.64,13,1,44
Parc Relais Brandenburg,211,2,99.05,13,1,46
Bord'Eau Village,540,260,51.85,13,1,46
Clemenceau,379,219,42.22,13,1,46
Meunier - Saint Jean,323,113,65.02,13,1,46
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,46
Grand Parc,341,118,65.4,13,1,46
Parc Relais Quarante Journaux,200,185,7.5,13,1,46
Parc Relais Cantinolle,620,532,14.19,13,1,46
Parc Relais De L'Hippodrome,250,60,76.0,13,1,46
Centre Commercant Ginko,930,824,11.4,13,1,46
Parc Relais La Gardette Nord,242,59,75.62,13,1,46
Parc Relais Gare De Begles,193,193,0.0,13,1,46
Begles Les Secheries,400,237,40.75,13,1,46
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,46
Victor Hugo,634,254,59.94,13,1,46
Victoire,466,236,49.36,13,1,46
Tourny,950,201,78.84,13,1,46
Front Du Medoc,70,70,0.0,13,1,46
Centre Commercial Meriadeck,1230,769,37.48,13,1,46
Huit Mai 45,399,94,76.44,13,1,46
Gambetta,438,52,88.13,13,1,46
Capucins,270,0,100.0,13,1,46
Camille Jullian,338,197,41.72,13,1,46
Republique,361,107,70.36,13,1,46
Grands Hommes,415,154,62.89,13,1,46
Bourse - Jaures,1300,743,42.85,13,1,46
Salinieres,400,98,75.5,13,1,46
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,46
Parc Relais Ravezies Le Bouscat,366,40,89.07,13,1,46
Liberation,137,36,73.72,13,1,46
Laharpe,80,10,87.5,13,1,46
Parc Relais Gare De Bruges ,57,49,14.04,13,1,46
Parc Relais Floirac Dravemont,52,52,0.0,13,1,46
Floirac Arena,962,947,1.56,13,1,46
Parc Relais Le Haillan Rostand,204,139,31.86,13,1,46
Parc Relais La Gardette Sud,151,108,28.48,13,1,46
Parc Relais Lauriers,149,63,57.72,13,1,46
Parc Relais Buttiniere,600,0,100.0,13,1,46
Parc Relais Arlac,393,385,2.04,13,1,46
Parc Relais Quatre Chemins,396,218,44.95,13,1,46
Pessac Centre,400,262,34.5,13,1,46
Parc Relais Bougnard,168,168,0.0,13,1,46
Parc Relais Unitec,218,0,100.0,13,1,46
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,46
Parc Relais Arts Et Metiers,590,593,0.0,13,1,46
Parc Relais Cap Metiers,146,132,9.59,13,1,46
Ars - Belcier,225,128,43.11,13,1,46
Parc Relais Les Pins,220,198,10.0,13,1,46
Parc Relais Villenave Pyrenees,399,158,60.4,13,1,46
Cite Mondiale,842,217,74.23,13,1,46
Gare Saint Jean,267,12,95.51,13,1,46
Porte De Bordeaux,344,90,73.84,13,1,46
Allees De Chartres,415,27,93.49,13,1,46
Parc Relais Stalingrad,120,1,99.17,13,1,46
Parc Relais Galin,279,0,100.0,13,1,46
Bergonie,69,32,53.62,13,1,46
Beaujon,92,15,83.7,13,1,46
Paludate - Saint Jean,566,126,77.74,13,1,46
Parc Relais Les Aubiers,234,232,0.85,13,1,46
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,46
Les Bassins,274,135,50.73,13,1,46
Pey Berland - Saint Christoly,399,87,78.2,13,1,46
Bassins A Flots,250,137,45.2,13,1,46
Brienne,300,166,44.67,13,1,46
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,46
Merignac Centre,285,201,29.47,13,1,46
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,46
Amedee St Germain,639,250,60.88,13,1,46
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,46
Belvedere,400,348,13.0,13,1,46
Amplitude,396,145,63.38,13,1,46
Parc Relais Brandenburg,211,1,99.53,13,1,50
Bord'Eau Village,540,259,52.04,13,1,50
Clemenceau,379,218,42.48,13,1,50
Meunier - Saint Jean,323,114,64.71,13,1,50
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,50
Grand Parc,341,118,65.4,13,1,50
Parc Relais Quarante Journaux,200,185,7.5,13,1,50
Parc Relais Cantinolle,620,532,14.19,13,1,50
Parc Relais De L'Hippodrome,250,60,76.0,13,1,50
Centre Commercant Ginko,930,821,11.72,13,1,50
Parc Relais La Gardette Nord,242,58,76.03,13,1,50
Parc Relais Gare De Begles,193,193,0.0,13,1,50
Begles Les Secheries,400,237,40.75,13,1,50
Parc Relais Gare De Blanquefort,206,4,98.06,13,1,50
Victor Hugo,634,252,60.25,13,1,50
Victoire,466,236,49.36,13,1,50
Tourny,950,199,79.05,13,1,50
Front Du Medoc,70,70,0.0,13,1,50
Centre Commercial Meriadeck,1230,769,37.48,13,1,50
Huit Mai 45,399,94,76.44,13,1,50
Gambetta,438,53,87.9,13,1,50
Capucins,270,0,100.0,13,1,50
Camille Jullian,338,197,41.72,13,1,50
Republique,361,106,70.64,13,1,50
Grands Hommes,415,152,63.37,13,1,50
Bourse - Jaures,1300,743,42.85,13,1,50
Salinieres,400,98,75.5,13,1,50
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,50
Parc Relais Ravezies Le Bouscat,366,38,89.62,13,1,50
Liberation,137,36,73.72,13,1,50
Laharpe,80,10,87.5,13,1,50
Parc Relais Gare De Bruges ,57,49,14.04,13,1,50
Parc Relais Floirac Dravemont,52,52,0.0,13,1,50
Floirac Arena,962,947,1.56,13,1,50
Parc Relais Le Haillan Rostand,204,138,32.35,13,1,50
Parc Relais La Gardette Sud,151,108,28.48,13,1,50
Parc Relais Lauriers,149,63,57.72,13,1,50
Parc Relais Buttiniere,600,0,100.0,13,1,50
Parc Relais Arlac,393,385,2.04,13,1,50
Parc Relais Quatre Chemins,396,218,44.95,13,1,50
Pessac Centre,400,262,34.5,13,1,50
Parc Relais Bougnard,168,168,0.0,13,1,50
Parc Relais Unitec,218,0,100.0,13,1,50
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,50
Parc Relais Arts Et Metiers,590,593,0.0,13,1,50
Parc Relais Cap Metiers,146,132,9.59,13,1,50
Ars - Belcier,225,126,44.0,13,1,50
Parc Relais Les Pins,220,198,10.0,13,1,50
Parc Relais Villenave Pyrenees,399,158,60.4,13,1,50
Cite Mondiale,842,217,74.23,13,1,50
Gare Saint Jean,267,13,95.13,13,1,50
Porte De Bordeaux,344,90,73.84,13,1,50
Allees De Chartres,415,26,93.73,13,1,50
Parc Relais Stalingrad,120,1,99.17,13,1,50
Parc Relais Galin,279,0,100.0,13,1,50
Bergonie,69,33,52.17,13,1,50
Beaujon,92,15,83.7,13,1,50
Paludate - Saint Jean,566,127,77.56,13,1,50
Parc Relais Les Aubiers,234,232,0.85,13,1,50
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,50
Les Bassins,274,135,50.73,13,1,50
Pey Berland - Saint Christoly,399,89,77.69,13,1,50
Bassins A Flots,250,136,45.6,13,1,50
Brienne,300,165,45.0,13,1,50
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,50
Merignac Centre,285,201,29.47,13,1,50
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,50
Amedee St Germain,639,249,61.03,13,1,50
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,50
Belvedere,400,348,13.0,13,1,50
Amplitude,396,145,63.38,13,1,50
Parc Relais Brandenburg,211,0,100.0,13,1,52
Bord'Eau Village,540,257,52.41,13,1,52
Clemenceau,379,218,42.48,13,1,52
Meunier - Saint Jean,323,114,64.71,13,1,52
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,52
Grand Parc,341,117,65.69,13,1,52
Parc Relais Quarante Journaux,200,185,7.5,13,1,52
Parc Relais Cantinolle,620,532,14.19,13,1,52
Parc Relais De L'Hippodrome,250,61,75.6,13,1,52
Centre Commercant Ginko,930,823,11.51,13,1,52
Parc Relais La Gardette Nord,242,58,76.03,13,1,52
Parc Relais Gare De Begles,193,193,0.0,13,1,52
Begles Les Secheries,300,294,2.0,13,1,52
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,52
Victor Hugo,634,252,60.25,13,1,52
Victoire,466,238,48.93,13,1,52
Tourny,950,199,79.05,13,1,52
Front Du Medoc,70,70,0.0,13,1,52
Centre Commercial Meriadeck,1230,770,37.4,13,1,52
Huit Mai 45,399,91,77.19,13,1,52
Gambetta,438,48,89.04,13,1,52
Capucins,270,0,100.0,13,1,52
Camille Jullian,338,198,41.42,13,1,52
Republique,361,105,70.91,13,1,52
Grands Hommes,415,152,63.37,13,1,52
Bourse - Jaures,1300,743,42.85,13,1,52
Salinieres,400,98,75.5,13,1,52
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,52
Parc Relais Ravezies Le Bouscat,366,36,90.16,13,1,52
Liberation,137,35,74.45,13,1,52
Laharpe,80,10,87.5,13,1,52
Parc Relais Gare De Bruges ,57,49,14.04,13,1,52
Parc Relais Floirac Dravemont,52,52,0.0,13,1,52
Floirac Arena,962,947,1.56,13,1,52
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,52
Parc Relais La Gardette Sud,151,108,28.48,13,1,52
Parc Relais Lauriers,149,62,58.39,13,1,52
Parc Relais Buttiniere,600,0,100.0,13,1,52
Parc Relais Arlac,393,385,2.04,13,1,52
Parc Relais Quatre Chemins,396,219,44.7,13,1,52
Pessac Centre,400,261,34.75,13,1,52
Parc Relais Bougnard,168,168,0.0,13,1,52
Parc Relais Unitec,218,0,100.0,13,1,52
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,52
Parc Relais Arts Et Metiers,590,593,0.0,13,1,52
Parc Relais Cap Metiers,146,132,9.59,13,1,52
Ars - Belcier,225,126,44.0,13,1,52
Parc Relais Les Pins,220,198,10.0,13,1,52
Parc Relais Villenave Pyrenees,399,159,60.15,13,1,52
Cite Mondiale,842,216,74.35,13,1,52
Gare Saint Jean,267,13,95.13,13,1,52
Porte De Bordeaux,344,89,74.13,13,1,52
Allees De Chartres,415,26,93.73,13,1,52
Parc Relais Stalingrad,120,1,99.17,13,1,52
Parc Relais Galin,279,0,100.0,13,1,52
Bergonie,69,31,55.07,13,1,52
Beaujon,92,15,83.7,13,1,52
Paludate - Saint Jean,566,125,77.92,13,1,52
Parc Relais Les Aubiers,234,232,0.85,13,1,52
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,52
Les Bassins,274,135,50.73,13,1,52
Pey Berland - Saint Christoly,399,87,78.2,13,1,52
Bassins A Flots,250,135,46.0,13,1,52
Brienne,300,166,44.67,13,1,52
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,52
Merignac Centre,285,200,29.82,13,1,52
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,52
Amedee St Germain,639,251,60.72,13,1,52
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,52
Belvedere,400,348,13.0,13,1,52
Amplitude,396,143,63.89,13,1,52
Parc Relais Brandenburg,211,1,99.53,13,1,54
Bord'Eau Village,540,257,52.41,13,1,54
Clemenceau,379,218,42.48,13,1,54
Meunier - Saint Jean,323,114,64.71,13,1,54
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,54
Grand Parc,341,118,65.4,13,1,54
Parc Relais Quarante Journaux,200,185,7.5,13,1,54
Parc Relais Cantinolle,620,531,14.35,13,1,54
Parc Relais De L'Hippodrome,250,60,76.0,13,1,54
Centre Commercant Ginko,930,822,11.61,13,1,54
Parc Relais La Gardette Nord,242,58,76.03,13,1,54
Parc Relais Gare De Begles,193,193,0.0,13,1,54
Begles Les Secheries,300,294,2.0,13,1,54
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,54
Victor Hugo,634,251,60.41,13,1,54
Victoire,466,238,48.93,13,1,54
Tourny,950,199,79.05,13,1,54
Front Du Medoc,70,70,0.0,13,1,54
Centre Commercial Meriadeck,1230,767,37.64,13,1,54
Huit Mai 45,399,88,77.94,13,1,54
Gambetta,438,46,89.5,13,1,54
Capucins,270,0,100.0,13,1,54
Camille Jullian,338,197,41.72,13,1,54
Republique,361,105,70.91,13,1,54
Grands Hommes,415,153,63.13,13,1,54
Bourse - Jaures,1300,746,42.62,13,1,54
Salinieres,400,96,76.0,13,1,54
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,54
Parc Relais Ravezies Le Bouscat,366,36,90.16,13,1,54
Liberation,137,34,75.18,13,1,54
Laharpe,80,10,87.5,13,1,54
Parc Relais Gare De Bruges ,57,49,14.04,13,1,54
Parc Relais Floirac Dravemont,52,52,0.0,13,1,54
Floirac Arena,962,947,1.56,13,1,54
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,54
Parc Relais La Gardette Sud,151,108,28.48,13,1,54
Parc Relais Lauriers,149,62,58.39,13,1,54
Parc Relais Buttiniere,600,2,99.67,13,1,54
Parc Relais Arlac,393,385,2.04,13,1,54
Parc Relais Quatre Chemins,396,219,44.7,13,1,54
Pessac Centre,400,262,34.5,13,1,54
Parc Relais Bougnard,168,168,0.0,13,1,54
Parc Relais Unitec,218,0,100.0,13,1,54
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,54
Parc Relais Arts Et Metiers,590,593,0.0,13,1,54
Parc Relais Cap Metiers,146,132,9.59,13,1,54
Ars - Belcier,225,125,44.44,13,1,54
Parc Relais Les Pins,220,197,10.45,13,1,54
Parc Relais Villenave Pyrenees,399,159,60.15,13,1,54
Cite Mondiale,842,215,74.47,13,1,54
Gare Saint Jean,267,12,95.51,13,1,54
Porte De Bordeaux,344,89,74.13,13,1,54
Allees De Chartres,415,28,93.25,13,1,54
Parc Relais Stalingrad,120,1,99.17,13,1,54
Parc Relais Galin,279,1,99.64,13,1,54
Bergonie,69,31,55.07,13,1,54
Beaujon,92,16,82.61,13,1,54
Paludate - Saint Jean,566,124,78.09,13,1,54
Parc Relais Les Aubiers,234,232,0.85,13,1,54
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,54
Les Bassins,274,136,50.36,13,1,54
Pey Berland - Saint Christoly,399,86,78.45,13,1,54
Bassins A Flots,250,137,45.2,13,1,54
Brienne,300,166,44.67,13,1,54
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,54
Merignac Centre,285,199,30.18,13,1,54
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,54
Amedee St Germain,639,252,60.56,13,1,54
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,54
Belvedere,400,348,13.0,13,1,54
Amplitude,396,143,63.89,13,1,54
Parc Relais Brandenburg,211,1,99.53,13,1,56
Bord'Eau Village,540,257,52.41,13,1,56
Clemenceau,379,218,42.48,13,1,56
Meunier - Saint Jean,323,114,64.71,13,1,56
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,56
Grand Parc,341,118,65.4,13,1,56
Parc Relais Quarante Journaux,200,185,7.5,13,1,56
Parc Relais Cantinolle,620,531,14.35,13,1,56
Parc Relais De L'Hippodrome,250,60,76.0,13,1,56
Centre Commercant Ginko,930,822,11.61,13,1,56
Parc Relais La Gardette Nord,242,58,76.03,13,1,56
Parc Relais Gare De Begles,193,193,0.0,13,1,56
Begles Les Secheries,300,294,2.0,13,1,56
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,56
Victor Hugo,634,251,60.41,13,1,56
Victoire,466,238,48.93,13,1,56
Tourny,950,199,79.05,13,1,56
Front Du Medoc,70,70,0.0,13,1,56
Centre Commercial Meriadeck,1230,767,37.64,13,1,56
Huit Mai 45,399,88,77.94,13,1,56
Gambetta,438,46,89.5,13,1,56
Capucins,270,0,100.0,13,1,56
Camille Jullian,338,197,41.72,13,1,56
Republique,361,105,70.91,13,1,56
Grands Hommes,415,153,63.13,13,1,56
Bourse - Jaures,1300,746,42.62,13,1,56
Salinieres,400,96,76.0,13,1,56
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,56
Parc Relais Ravezies Le Bouscat,366,36,90.16,13,1,56
Liberation,137,34,75.18,13,1,56
Laharpe,80,10,87.5,13,1,56
Parc Relais Gare De Bruges ,57,49,14.04,13,1,56
Parc Relais Floirac Dravemont,52,52,0.0,13,1,56
Floirac Arena,962,947,1.56,13,1,56
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,56
Parc Relais La Gardette Sud,151,108,28.48,13,1,56
Parc Relais Lauriers,149,62,58.39,13,1,56
Parc Relais Buttiniere,600,2,99.67,13,1,56
Parc Relais Arlac,393,385,2.04,13,1,56
Parc Relais Quatre Chemins,396,219,44.7,13,1,56
Pessac Centre,400,262,34.5,13,1,56
Parc Relais Bougnard,168,168,0.0,13,1,56
Parc Relais Unitec,218,0,100.0,13,1,56
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,56
Parc Relais Arts Et Metiers,590,593,0.0,13,1,56
Parc Relais Cap Metiers,146,132,9.59,13,1,56
Ars - Belcier,225,125,44.44,13,1,56
Parc Relais Les Pins,220,197,10.45,13,1,56
Parc Relais Villenave Pyrenees,399,159,60.15,13,1,56
Cite Mondiale,842,215,74.47,13,1,56
Gare Saint Jean,267,12,95.51,13,1,56
Porte De Bordeaux,344,89,74.13,13,1,56
Allees De Chartres,415,28,93.25,13,1,56
Parc Relais Stalingrad,120,1,99.17,13,1,56
Parc Relais Galin,279,1,99.64,13,1,56
Bergonie,69,31,55.07,13,1,56
Beaujon,92,16,82.61,13,1,56
Paludate - Saint Jean,566,124,78.09,13,1,56
Parc Relais Les Aubiers,234,232,0.85,13,1,56
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,56
Les Bassins,274,136,50.36,13,1,56
Pey Berland - Saint Christoly,399,86,78.45,13,1,56
Bassins A Flots,250,137,45.2,13,1,56
Brienne,300,166,44.67,13,1,56
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,56
Merignac Centre,285,199,30.18,13,1,56
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,56
Amedee St Germain,639,252,60.56,13,1,56
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,56
Belvedere,400,348,13.0,13,1,56
Amplitude,396,143,63.89,13,1,56
Parc Relais Brandenburg,211,1,99.53,13,1,58
Bord'Eau Village,540,256,52.59,13,1,58
Clemenceau,379,219,42.22,13,1,58
Meunier - Saint Jean,323,114,64.71,13,1,58
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,58
Grand Parc,341,118,65.4,13,1,58
Parc Relais Quarante Journaux,200,185,7.5,13,1,58
Parc Relais Cantinolle,620,530,14.52,13,1,58
Parc Relais De L'Hippodrome,250,60,76.0,13,1,58
Centre Commercant Ginko,930,825,11.29,13,1,58
Parc Relais La Gardette Nord,242,58,76.03,13,1,58
Parc Relais Gare De Begles,193,193,0.0,13,1,58
Begles Les Secheries,400,240,40.0,13,1,58
Parc Relais Gare De Blanquefort,206,5,97.57,13,1,58
Victor Hugo,634,249,60.73,13,1,58
Victoire,466,237,49.14,13,1,58
Tourny,950,205,78.42,13,1,58
Front Du Medoc,70,70,0.0,13,1,58
Centre Commercial Meriadeck,1230,760,38.21,13,1,58
Huit Mai 45,399,86,78.45,13,1,58
Gambetta,438,44,89.95,13,1,58
Capucins,270,0,100.0,13,1,58
Camille Jullian,338,197,41.72,13,1,58
Republique,361,104,71.19,13,1,58
Grands Hommes,415,158,61.93,13,1,58
Bourse - Jaures,1300,749,42.38,13,1,58
Salinieres,400,96,76.0,13,1,58
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,58
Parc Relais Ravezies Le Bouscat,366,34,90.71,13,1,58
Liberation,137,34,75.18,13,1,58
Laharpe,80,7,91.25,13,1,58
Parc Relais Gare De Bruges ,57,49,14.04,13,1,58
Parc Relais Floirac Dravemont,52,52,0.0,13,1,58
Floirac Arena,962,947,1.56,13,1,58
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,58
Parc Relais La Gardette Sud,151,108,28.48,13,1,58
Parc Relais Lauriers,149,62,58.39,13,1,58
Parc Relais Buttiniere,600,2,99.67,13,1,58
Parc Relais Arlac,393,385,2.04,13,1,58
Parc Relais Quatre Chemins,396,219,44.7,13,1,58
Pessac Centre,400,260,35.0,13,1,58
Parc Relais Bougnard,168,168,0.0,13,1,58
Parc Relais Unitec,218,0,100.0,13,1,58
Parc Relais Gare De Pessac Alouette,148,93,37.16,13,1,58
Parc Relais Arts Et Metiers,590,593,0.0,13,1,58
Parc Relais Cap Metiers,146,132,9.59,13,1,58
Ars - Belcier,225,125,44.44,13,1,58
Parc Relais Les Pins,220,197,10.45,13,1,58
Parc Relais Villenave Pyrenees,399,158,60.4,13,1,58
Cite Mondiale,842,218,74.11,13,1,58
Gare Saint Jean,267,12,95.51,13,1,58
Porte De Bordeaux,344,85,75.29,13,1,58
Allees De Chartres,415,27,93.49,13,1,58
Parc Relais Stalingrad,120,2,98.33,13,1,58
Parc Relais Galin,279,1,99.64,13,1,58
Bergonie,69,29,57.97,13,1,58
Beaujon,92,17,81.52,13,1,58
Paludate - Saint Jean,566,125,77.92,13,1,58
Parc Relais Les Aubiers,234,232,0.85,13,1,58
