nom,total,libres,occupation_pct,heure,jour_semaine,minute
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,15,1,59
Les Bassins,274,146,46.72,15,1,59
Pey Berland - Saint Christoly,399,117,70.68,15,1,59
Bassins A Flots,250,136,45.6,15,1,59
Brienne,300,167,44.33,15,1,59
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,15,1,59
Merignac Centre,285,202,29.12,15,1,59
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,15,1,59
Amedee St Germain,639,261,59.15,15,1,59
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,15,1,59
Belvedere,400,346,13.5,15,1,59
Amplitude,396,138,65.15,15,1,59
Parc Relais Brandenburg,211,3,98.58,16,1,1
Bord'Eau Village,540,264,51.11,16,1,1
Clemenceau,379,244,35.62,16,1,1
Meunier - Saint Jean,323,119,63.16,16,1,1
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,1
Grand Parc,341,125,63.34,16,1,1
Parc Relais Quarante Journaux,200,190,5.0,16,1,1
Parc Relais Cantinolle,620,527,15.0,16,1,1
Parc Relais De L'Hippodrome,250,64,74.4,16,1,1
Centre Commercant Ginko,930,815,12.37,16,1,1
Parc Relais La Gardette Nord,242,68,71.9,16,1,1
Parc Relais Gare De Begles,193,193,0.0,16,1,1
Begles Les Secheries,300,294,2.0,16,1,1
Parc Relais Gare De Blanquefort,206,9,95.63,16,1,1
Victor Hugo,634,250,60.57,16,1,1
Victoire,466,217,53.43,16,1,1
Tourny,950,219,76.95,16,1,1
Front Du Medoc,70,70,0.0,16,1,1
Centre Commercial Meriadeck,1230,762,38.05,16,1,1
Huit Mai 45,399,104,73.93,16,1,1
Gambetta,438,63,85.62,16,1,1
Capucins,270,0,100.0,16,1,1
Camille Jullian,338,206,39.05,16,1,1
Republique,361,123,65.93,16,1,1
Grands Hommes,415,176,57.59,16,1,1
Bourse - Jaures,1300,768,40.92,16,1,1
Salinieres,400,100,75.0,16,1,1
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,1
Parc Relais Ravezies Le Bouscat,366,47,87.16,16,1,1
Liberation,137,31,77.37,16,1,1
Laharpe,80,6,92.5,16,1,1
Parc Relais Gare De Bruges ,57,49,14.04,16,1,1
Parc Relais Floirac Dravemont,52,52,0.0,16,1,1
Floirac Arena,725,725,0.0,16,1,1
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,1
Parc Relais La Gardette Sud,151,109,27.81,16,1,1
Parc Relais Lauriers,149,67,55.03,16,1,1
Parc Relais Buttiniere,600,34,94.33,16,1,1
Parc Relais Arlac,393,386,1.78,16,1,1
Parc Relais Quatre Chemins,396,229,42.17,16,1,1
Pessac Centre,400,266,33.5,16,1,1
Parc Relais Bougnard,168,168,0.0,16,1,1
Parc Relais Unitec,218,13,94.04,16,1,1
Parc Relais Gare De Pessac Alouette,148,72,51.35,16,1,1
Parc Relais Arts Et Metiers,590,593,0.0,16,1,1
Parc Relais Cap Metiers,146,132,9.59,16,1,1
Ars - Belcier,225,187,16.89,16,1,1
Parc Relais Les Pins,220,198,10.0,16,1,1
Parc Relais Villenave Pyrenees,399,172,56.89,16,1,1
Cite Mondiale,842,238,71.73,16,1,1
Gare Saint Jean,267,10,96.25,16,1,1
Porte De Bordeaux,344,105,69.48,16,1,1
Allees De Chartres,415,13,96.87,16,1,1
Parc Relais Stalingrad,120,2,98.33,16,1,1
Parc Relais Galin,279,17,93.91,16,1,1
Bergonie,69,19,72.46,16,1,1
Beaujon,92,17,81.52,16,1,1
Paludate - Saint Jean,566,133,76.5,16,1,1
Parc Relais Les Aubiers,234,232,0.85,16,1,1
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,1
Les Bassins,274,146,46.72,16,1,1
Pey Berland - Saint Christoly,399,117,70.68,16,1,1
Bassins A Flots,250,136,45.6,16,1,1
Brienne,300,167,44.33,16,1,1
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,1
Merignac Centre,285,202,29.12,16,1,1
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,1
Amedee St Germain,639,261,59.15,16,1,1
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,1
Belvedere,400,346,13.5,16,1,1
Amplitude,396,138,65.15,16,1,1
Parc Relais Brandenburg,211,3,98.58,16,1,3
Bord'Eau Village,540,266,50.74,16,1,3
Clemenceau,379,243,35.88,16,1,3
Meunier - Saint Jean,323,121,62.54,16,1,3
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,3
Grand Parc,341,123,63.93,16,1,3
Parc Relais Quarante Journaux,200,191,4.5,16,1,3
Parc Relais Cantinolle,620,527,15.0,16,1,3
Parc Relais De L'Hippodrome,250,64,74.4,16,1,3
Centre Commercant Ginko,930,821,11.72,16,1,3
Parc Relais La Gardette Nord,242,69,71.49,16,1,3
Parc Relais Gare De Begles,193,193,0.0,16,1,3
Begles Les Secheries,300,294,2.0,16,1,3
Parc Relais Gare De Blanquefort,206,9,95.63,16,1,3
Victor Hugo,634,253,60.09,16,1,3
Victoire,466,217,53.43,16,1,3
Tourny,950,222,76.63,16,1,3
Front Du Medoc,70,70,0.0,16,1,3
Centre Commercial Meriadeck,1230,761,38.13,16,1,3
Huit Mai 45,399,105,73.68,16,1,3
Gambetta,438,63,85.62,16,1,3
Capucins,270,0,100.0,16,1,3
Camille Jullian,338,206,39.05,16,1,3
Republique,361,123,65.93,16,1,3
Grands Hommes,415,177,57.35,16,1,3
Bourse - Jaures,1300,768,40.92,16,1,3
Salinieres,400,99,75.25,16,1,3
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,3
Parc Relais Ravezies Le Bouscat,366,45,87.7,16,1,3
Liberation,137,31,77.37,16,1,3
Laharpe,80,6,92.5,16,1,3
Parc Relais Gare De Bruges ,57,49,14.04,16,1,3
Parc Relais Floirac Dravemont,52,52,0.0,16,1,3
Floirac Arena,725,724,0.14,16,1,3
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,3
Parc Relais La Gardette Sud,151,109,27.81,16,1,3
Parc Relais Lauriers,149,67,55.03,16,1,3
Parc Relais Buttiniere,600,35,94.17,16,1,3
Parc Relais Arlac,393,386,1.78,16,1,3
Parc Relais Quatre Chemins,396,231,41.67,16,1,3
Pessac Centre,400,266,33.5,16,1,3
Parc Relais Bougnard,168,168,0.0,16,1,3
Parc Relais Unitec,218,13,94.04,16,1,3
Parc Relais Gare De Pessac Alouette,148,72,51.35,16,1,3
Parc Relais Arts Et Metiers,590,593,0.0,16,1,3
Parc Relais Cap Metiers,146,132,9.59,16,1,3
Ars - Belcier,225,187,16.89,16,1,3
Parc Relais Les Pins,220,198,10.0,16,1,3
Parc Relais Villenave Pyrenees,399,172,56.89,16,1,3
Cite Mondiale,842,238,71.73,16,1,3
Gare Saint Jean,267,10,96.25,16,1,3
Porte De Bordeaux,344,105,69.48,16,1,3
Allees De Chartres,415,13,96.87,16,1,3
Parc Relais Stalingrad,120,4,96.67,16,1,3
Parc Relais Galin,279,17,93.91,16,1,3
Bergonie,69,21,69.57,16,1,3
Beaujon,92,17,81.52,16,1,3
Paludate - Saint Jean,566,133,76.5,16,1,3
Parc Relais Les Aubiers,234,232,0.85,16,1,3
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,3
Les Bassins,274,146,46.72,16,1,3
Pey Berland - Saint Christoly,399,116,70.93,16,1,3
Bassins A Flots,250,137,45.2,16,1,3
Brienne,300,166,44.67,16,1,3
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,3
Merignac Centre,285,201,29.47,16,1,3
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,3
Amedee St Germain,639,262,59.0,16,1,3
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,3
Belvedere,400,346,13.5,16,1,3
Amplitude,396,138,65.15,16,1,3
Parc Relais Brandenburg,211,5,97.63,16,1,5
Bord'Eau Village,540,268,50.37,16,1,5
Clemenceau,379,242,36.15,16,1,5
Meunier - Saint Jean,323,119,63.16,16,1,5
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,5
Grand Parc,341,122,64.22,16,1,5
Parc Relais Quarante Journaux,200,192,4.0,16,1,5
Parc Relais Cantinolle,620,528,14.84,16,1,5
Parc Relais De L'Hippodrome,250,65,74.0,16,1,5
Centre Commercant Ginko,930,823,11.51,16,1,5
Parc Relais La Gardette Nord,242,70,71.07,16,1,5
Parc Relais Gare De Begles,193,193,0.0,16,1,5
Begles Les Secheries,300,294,2.0,16,1,5
Parc Relais Gare De Blanquefort,206,12,94.17,16,1,5
Victor Hugo,634,256,59.62,16,1,5
Victoire,466,219,53.0,16,1,5
Tourny,950,222,76.63,16,1,5
Front Du Medoc,70,70,0.0,16,1,5
Centre Commercial Meriadeck,1230,763,37.97,16,1,5
Huit Mai 45,399,106,73.43,16,1,5
Gambetta,438,66,84.93,16,1,5
Capucins,270,0,100.0,16,1,5
Camille Jullian,338,208,38.46,16,1,5
Republique,361,125,65.37,16,1,5
Grands Hommes,415,185,55.42,16,1,5
Bourse - Jaures,1300,768,40.92,16,1,5
Salinieres,400,102,74.5,16,1,5
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,5
Parc Relais Ravezies Le Bouscat,366,46,87.43,16,1,5
Liberation,137,31,77.37,16,1,5
Laharpe,80,6,92.5,16,1,5
Parc Relais Gare De Bruges ,57,49,14.04,16,1,5
Parc Relais Floirac Dravemont,52,52,0.0,16,1,5
Floirac Arena,725,724,0.14,16,1,5
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,5
Parc Relais La Gardette Sud,151,109,27.81,16,1,5
Parc Relais Lauriers,149,67,55.03,16,1,5
Parc Relais Buttiniere,600,35,94.17,16,1,5
Parc Relais Arlac,393,386,1.78,16,1,5
Parc Relais Quatre Chemins,396,231,41.67,16,1,5
Pessac Centre,400,269,32.75,16,1,5
Parc Relais Bougnard,168,168,0.0,16,1,5
Parc Relais Unitec,218,13,94.04,16,1,5
Parc Relais Gare De Pessac Alouette,148,72,51.35,16,1,5
Parc Relais Arts Et Metiers,590,593,0.0,16,1,5
Parc Relais Cap Metiers,146,132,9.59,16,1,5
Ars - Belcier,225,187,16.89,16,1,5
Parc Relais Les Pins,220,198,10.0,16,1,5
Parc Relais Villenave Pyrenees,399,172,56.89,16,1,5
Cite Mondiale,842,239,71.62,16,1,5
Gare Saint Jean,267,10,96.25,16,1,5
Porte De Bordeaux,344,107,68.9,16,1,5
Allees De Chartres,415,19,95.42,16,1,5
Parc Relais Stalingrad,120,4,96.67,16,1,5
Parc Relais Galin,279,19,93.19,16,1,5
Bergonie,69,18,73.91,16,1,5
Beaujon,92,18,80.43,16,1,5
Paludate - Saint Jean,566,133,76.5,16,1,5
Parc Relais Les Aubiers,234,232,0.85,16,1,5
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,5
Les Bassins,274,146,46.72,16,1,5
Pey Berland - Saint Christoly,399,117,70.68,16,1,5
Bassins A Flots,250,136,45.6,16,1,5
Brienne,300,167,44.33,16,1,5
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,5
Merignac Centre,285,198,30.53,16,1,5
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,5
Amedee St Germain,639,264,58.69,16,1,5
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,5
Belvedere,400,346,13.5,16,1,5
Amplitude,396,137,65.4,16,1,5
Parc Relais Brandenburg,211,4,98.1,16,1,7
Bord'Eau Village,540,271,49.81,16,1,7
Clemenceau,379,241,36.41,16,1,7
Meunier - Saint Jean,323,119,63.16,16,1,7
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,7
Grand Parc,341,122,64.22,16,1,7
Parc Relais Quarante Journaux,200,193,3.5,16,1,7
Parc Relais Cantinolle,620,529,14.68,16,1,7
Parc Relais De L'Hippodrome,250,65,74.0,16,1,7
Centre Commercant Ginko,930,825,11.29,16,1,7
Parc Relais La Gardette Nord,242,70,71.07,16,1,7
Parc Relais Gare De Begles,193,193,0.0,16,1,7
Begles Les Secheries,400,240,40.0,16,1,7
Parc Relais Gare De Blanquefort,206,12,94.17,16,1,7
Victor Hugo,634,253,60.09,16,1,7
Victoire,466,220,52.79,16,1,7
Tourny,950,222,76.63,16,1,7
Front Du Medoc,70,70,0.0,16,1,7
Centre Commercial Meriadeck,1230,764,37.89,16,1,7
Huit Mai 45,399,107,73.18,16,1,7
Gambetta,438,68,84.47,16,1,7
Capucins,270,0,100.0,16,1,7
Camille Jullian,338,208,38.46,16,1,7
Republique,361,126,65.1,16,1,7
Grands Hommes,415,186,55.18,16,1,7
Bourse - Jaures,1300,779,40.08,16,1,7
Salinieres,400,102,74.5,16,1,7
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,7
Parc Relais Ravezies Le Bouscat,366,46,87.43,16,1,7
Liberation,137,31,77.37,16,1,7
Laharpe,80,5,93.75,16,1,7
Parc Relais Gare De Bruges ,57,49,14.04,16,1,7
Parc Relais Floirac Dravemont,52,52,0.0,16,1,7
Floirac Arena,725,724,0.14,16,1,7
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,7
Parc Relais La Gardette Sud,151,109,27.81,16,1,7
Parc Relais Lauriers,149,67,55.03,16,1,7
Parc Relais Buttiniere,600,35,94.17,16,1,7
Parc Relais Arlac,393,386,1.78,16,1,7
Parc Relais Quatre Chemins,396,231,41.67,16,1,7
Pessac Centre,400,270,32.5,16,1,7
Parc Relais Bougnard,168,168,0.0,16,1,7
Parc Relais Unitec,218,15,93.12,16,1,7
Parc Relais Gare De Pessac Alouette,148,72,51.35,16,1,7
Parc Relais Arts Et Metiers,590,593,0.0,16,1,7
Parc Relais Cap Metiers,146,132,9.59,16,1,7
Ars - Belcier,225,187,16.89,16,1,7
Parc Relais Les Pins,220,198,10.0,16,1,7
Parc Relais Villenave Pyrenees,399,176,55.89,16,1,7
Cite Mondiale,842,239,71.62,16,1,7
Gare Saint Jean,267,10,96.25,16,1,7
Porte De Bordeaux,344,106,69.19,16,1,7
Allees De Chartres,415,19,95.42,16,1,7
Parc Relais Stalingrad,120,3,97.5,16,1,7
Parc Relais Galin,279,21,92.47,16,1,7
Bergonie,69,16,76.81,16,1,7
Beaujon,92,18,80.43,16,1,7
Paludate - Saint Jean,566,132,76.68,16,1,7
Parc Relais Les Aubiers,234,232,0.85,16,1,7
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,7
Les Bassins,274,146,46.72,16,1,7
Pey Berland - Saint Christoly,399,120,69.92,16,1,7
Bassins A Flots,250,137,45.2,16,1,7
Brienne,300,167,44.33,16,1,7
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,7
Merignac Centre,285,197,30.88,16,1,7
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,7
Amedee St Germain,639,265,58.53,16,1,7
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,7
Belvedere,400,346,13.5,16,1,7
Amplitude,396,137,65.4,16,1,7
Parc Relais Brandenburg,211,6,97.16,16,1,10
Bord'Eau Village,540,272,49.63,16,1,10
Clemenceau,379,239,36.94,16,1,10
Meunier - Saint Jean,323,119,63.16,16,1,10
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,10
Grand Parc,341,124,63.64,16,1,10
Parc Relais Quarante Journaux,200,193,3.5,16,1,10
Parc Relais Cantinolle,620,529,14.68,16,1,10
Parc Relais De L'Hippodrome,250,64,74.4,16,1,10
Centre Commercant Ginko,930,825,11.29,16,1,10
Parc Relais La Gardette Nord,242,73,69.83,16,1,10
Parc Relais Gare De Begles,193,193,0.0,16,1,10
Begles Les Secheries,300,294,2.0,16,1,10
Parc Relais Gare De Blanquefort,206,12,94.17,16,1,10
Victor Hugo,634,252,60.25,16,1,10
Victoire,466,223,52.15,16,1,10
Tourny,950,222,76.63,16,1,10
Front Du Medoc,70,70,0.0,16,1,10
Centre Commercial Meriadeck,1230,765,37.8,16,1,10
Huit Mai 45,399,109,72.68,16,1,10
Gambetta,438,68,84.47,16,1,10
Capucins,270,0,100.0,16,1,10
Camille Jullian,338,207,38.76,16,1,10
Republique,361,126,65.1,16,1,10
Grands Hommes,415,188,54.7,16,1,10
Bourse - Jaures,1300,772,40.62,16,1,10
Salinieres,400,101,74.75,16,1,10
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,10
Parc Relais Ravezies Le Bouscat,366,47,87.16,16,1,10
Liberation,137,30,78.1,16,1,10
Laharpe,80,6,92.5,16,1,10
Parc Relais Gare De Bruges ,57,49,14.04,16,1,10
Parc Relais Floirac Dravemont,52,52,0.0,16,1,10
Floirac Arena,725,723,0.28,16,1,10
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,10
Parc Relais La Gardette Sud,151,110,27.15,16,1,10
Parc Relais Lauriers,149,67,55.03,16,1,10
Parc Relais Buttiniere,600,35,94.17,16,1,10
Parc Relais Arlac,393,386,1.78,16,1,10
Parc Relais Quatre Chemins,396,231,41.67,16,1,10
Pessac Centre,400,270,32.5,16,1,10
Parc Relais Bougnard,168,168,0.0,16,1,10
Parc Relais Unitec,218,23,89.45,16,1,10
Parc Relais Gare De Pessac Alouette,148,70,52.7,16,1,10
Parc Relais Arts Et Metiers,590,593,0.0,16,1,10
Parc Relais Cap Metiers,146,132,9.59,16,1,10
Ars - Belcier,225,187,16.89,16,1,10
Parc Relais Les Pins,220,198,10.0,16,1,10
Parc Relais Villenave Pyrenees,399,177,55.64,16,1,10
Cite Mondiale,842,237,71.85,16,1,10
Gare Saint Jean,267,10,96.25,16,1,10
Porte De Bordeaux,344,106,69.19,16,1,10
Allees De Chartres,415,16,96.14,16,1,10
Parc Relais Stalingrad,120,2,98.33,16,1,10
Parc Relais Galin,279,22,92.11,16,1,10
Bergonie,69,16,76.81,16,1,10
Beaujon,92,19,79.35,16,1,10
Paludate - Saint Jean,566,134,76.33,16,1,10
Parc Relais Les Aubiers,234,232,0.85,16,1,10
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,10
Les Bassins,274,146,46.72,16,1,10
Pey Berland - Saint Christoly,399,122,69.42,16,1,10
Bassins A Flots,250,139,44.4,16,1,10
Brienne,300,168,44.0,16,1,10
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,10
Merignac Centre,285,197,30.88,16,1,10
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,10
Amedee St Germain,639,264,58.69,16,1,10
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,10
Belvedere,400,346,13.5,16,1,10
Amplitude,396,138,65.15,16,1,10
Parc Relais Brandenburg,211,6,97.16,16,1,12
Bord'Eau Village,540,272,49.63,16,1,12
Clemenceau,379,239,36.94,16,1,12
Meunier - Saint Jean,323,119,63.16,16,1,12
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,12
Grand Parc,341,124,63.64,16,1,12
Parc Relais Quarante Journaux,200,193,3.5,16,1,12
Parc Relais Cantinolle,620,529,14.68,16,1,12
Parc Relais De L'Hippodrome,250,64,74.4,16,1,12
Centre Commercant Ginko,930,825,11.29,16,1,12
Parc Relais La Gardette Nord,242,73,69.83,16,1,12
Parc Relais Gare De Begles,193,193,0.0,16,1,12
Begles Les Secheries,300,294,2.0,16,1,12
Parc Relais Gare De Blanquefort,206,12,94.17,16,1,12
Victor Hugo,634,252,60.25,16,1,12
Victoire,466,223,52.15,16,1,12
Tourny,950,222,76.63,16,1,12
Front Du Medoc,70,70,0.0,16,1,12
Centre Commercial Meriadeck,1230,765,37.8,16,1,12
Huit Mai 45,399,109,72.68,16,1,12
Gambetta,438,68,84.47,16,1,12
Capucins,270,0,100.0,16,1,12
Camille Jullian,338,207,38.76,16,1,12
Republique,361,126,65.1,16,1,12
Grands Hommes,415,188,54.7,16,1,12
Bourse - Jaures,1300,772,40.62,16,1,12
Salinieres,400,101,74.75,16,1,12
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,12
Parc Relais Ravezies Le Bouscat,366,47,87.16,16,1,12
Liberation,137,30,78.1,16,1,12
Laharpe,80,6,92.5,16,1,12
Parc Relais Gare De Bruges ,57,49,14.04,16,1,12
Parc Relais Floirac Dravemont,52,52,0.0,16,1,12
Floirac Arena,725,723,0.28,16,1,12
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,12
Parc Relais La Gardette Sud,151,110,27.15,16,1,12
Parc Relais Lauriers,149,67,55.03,16,1,12
Parc Relais Buttiniere,600,35,94.17,16,1,12
Parc Relais Arlac,393,386,1.78,16,1,12
Parc Relais Quatre Chemins,396,231,41.67,16,1,12
Pessac Centre,400,270,32.5,16,1,12
Parc Relais Bougnard,168,168,0.0,16,1,12
Parc Relais Unitec,218,23,89.45,16,1,12
Parc Relais Gare De Pessac Alouette,148,70,52.7,16,1,12
Parc Relais Arts Et Metiers,590,593,0.0,16,1,12
Parc Relais Cap Metiers,146,132,9.59,16,1,12
Ars - Belcier,225,187,16.89,16,1,12
Parc Relais Les Pins,220,198,10.0,16,1,12
Parc Relais Villenave Pyrenees,399,177,55.64,16,1,12
Cite Mondiale,842,237,71.85,16,1,12
Gare Saint Jean,267,10,96.25,16,1,12
Porte De Bordeaux,344,106,69.19,16,1,12
Allees De Chartres,415,16,96.14,16,1,12
Parc Relais Stalingrad,120,2,98.33,16,1,12
Parc Relais Galin,279,22,92.11,16,1,12
Bergonie,69,16,76.81,16,1,12
Beaujon,92,19,79.35,16,1,12
Paludate - Saint Jean,566,134,76.33,16,1,12
Parc Relais Les Aubiers,234,232,0.85,16,1,12
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,12
Les Bassins,274,146,46.72,16,1,12
Pey Berland - Saint Christoly,399,122,69.42,16,1,12
Bassins A Flots,250,139,44.4,16,1,12
Brienne,300,168,44.0,16,1,12
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,12
Merignac Centre,285,197,30.88,16,1,12
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,12
Amedee St Germain,639,264,58.69,16,1,12
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,12
Belvedere,400,346,13.5,16,1,12
Amplitude,396,138,65.15,16,1,12
Parc Relais Brandenburg,211,8,96.21,16,1,14
Bord'Eau Village,540,272,49.63,16,1,14
Clemenceau,379,245,35.36,16,1,14
Meunier - Saint Jean,323,120,62.85,16,1,14
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,14
Grand Parc,341,126,63.05,16,1,14
Parc Relais Quarante Journaux,200,193,3.5,16,1,14
Parc Relais Cantinolle,620,529,14.68,16,1,14
Parc Relais De L'Hippodrome,250,65,74.0,16,1,14
Centre Commercant Ginko,930,826,11.18,16,1,14
Parc Relais La Gardette Nord,242,76,68.6,16,1,14
Parc Relais Gare De Begles,193,193,0.0,16,1,14
Begles Les Secheries,400,238,40.5,16,1,14
Parc Relais Gare De Blanquefort,206,13,93.69,16,1,14
Victor Hugo,634,252,60.25,16,1,14
Victoire,466,220,52.79,16,1,14
Tourny,950,233,75.47,16,1,14
Front Du Medoc,70,70,0.0,16,1,14
Centre Commercial Meriadeck,1230,770,37.4,16,1,14
Huit Mai 45,399,114,71.43,16,1,14
Gambetta,438,70,84.02,16,1,14
Capucins,270,0,100.0,16,1,14
Camille Jullian,338,208,38.46,16,1,14
Republique,361,129,64.27,16,1,14
Grands Hommes,415,185,55.42,16,1,14
Bourse - Jaures,1300,775,40.38,16,1,14
Salinieres,400,101,74.75,16,1,14
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,14
Parc Relais Ravezies Le Bouscat,366,51,86.07,16,1,14
Liberation,137,30,78.1,16,1,14
Laharpe,80,6,92.5,16,1,14
Parc Relais Gare De Bruges ,57,49,14.04,16,1,14
Parc Relais Floirac Dravemont,52,52,0.0,16,1,14
Floirac Arena,725,724,0.14,16,1,14
Parc Relais Le Haillan Rostand,204,137,32.84,16,1,14
Parc Relais La Gardette Sud,151,110,27.15,16,1,14
Parc Relais Lauriers,149,67,55.03,16,1,14
Parc Relais Buttiniere,600,39,93.5,16,1,14
Parc Relais Arlac,393,386,1.78,16,1,14
Parc Relais Quatre Chemins,396,230,41.92,16,1,14
Pessac Centre,400,271,32.25,16,1,14
Parc Relais Bougnard,168,168,0.0,16,1,14
Parc Relais Unitec,218,23,89.45,16,1,14
Parc Relais Gare De Pessac Alouette,148,70,52.7,16,1,14
Parc Relais Arts Et Metiers,590,593,0.0,16,1,14
Parc Relais Cap Metiers,146,132,9.59,16,1,14
Ars - Belcier,225,187,16.89,16,1,14
Parc Relais Les Pins,220,198,10.0,16,1,14
Parc Relais Villenave Pyrenees,399,177,55.64,16,1,14
Cite Mondiale,842,236,71.97,16,1,14
Gare Saint Jean,267,10,96.25,16,1,14
Porte De Bordeaux,344,105,69.48,16,1,14
Allees De Chartres,415,13,96.87,16,1,14
Parc Relais Stalingrad,120,1,99.17,16,1,14
Parc Relais Galin,279,23,91.76,16,1,14
Bergonie,69,15,78.26,16,1,14
Beaujon,92,18,80.43,16,1,14
Paludate - Saint Jean,566,134,76.33,16,1,14
Parc Relais Les Aubiers,234,232,0.85,16,1,14
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,16,1,14
Les Bassins,274,146,46.72,16,1,14
Pey Berland - Saint Christoly,399,124,68.92,16,1,14
Bassins A Flots,250,140,44.0,16,1,14
Brienne,300,169,43.67,16,1,14
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,16,1,14
Merignac Centre,285,200,29.82,16,1,14
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,16,1,14
Amedee St Germain,639,268,58.06,16,1,14
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,16,1,14
Belvedere,400,346,13.5,16,1,14
Amplitude,396,137,65.4,16,1,14
Parc Relais Brandenburg,211,10,95.26,16,1,16
Bord'Eau Village,540,272,49.63,16,1,16
Clemenceau,379,245,35.36,16,1,16
Meunier - Saint Jean,323,120,62.85,16,1,16
P4 Belcier -  Gare Saint Jean,600,0,100.0,16,1,16
Grand Parc,341,128,62.46,16,1,16
Parc Relais Quarante Journaux,200,193,3.5,16,1,16
Parc Relais Cantinolle,620,529,14.68,16,1,16
Parc Relais De L'Hippodrome,250,65,74.0,16,1,16
Centre Commercant Ginko,930,827,11.08,16,1,16
Parc Relais La Gardette Nord,242,77,68.18,16,1,16
Parc Relais Gare De Begles,193,193,0.0,16,1,16
Begles Les Secheries,400,238,40.5,16,1,16
Parc Relais Gare De Blanquefort,206,13,93.69,16,1,16
Victor Hugo,634,253,60.09,16,1,16
Victoire,466,220,52.79,16,1,16
Tourny,950,232,75.58,16,1,16
Front Du Medoc,70,70,0.0,16,1,16
Centre Commercial Meriadeck,1230,771,37.32,16,1,16
Huit Mai 45,399,114,71.43,16,1,16
Gambetta,438,70,84.02,16,1,16
Capucins,270,0,100.0,16,1,16
Camille Jullian,338,208,38.46,16,1,16
Republique,361,129,64.27,16,1,16
Grands Hommes,415,186,55.18,16,1,16
Bourse - Jaures,1300,775,40.38,16,1,16
Salinieres,400,101,74.75,16,1,16
P3 Belcier - Gare Saint Jean,767,0,100.0,16,1,16
Parc Relais Ravezies Le Bouscat,366,53,85.52,16,1,16
Liberation,137,34,75.18,16,1,16
Laharpe,80,7,91.25,16,1,16
Parc Relais Gare De Bruges ,57,49,14.04,16,1,16
Parc Relais Floirac Dravemont,52,52,0.0,16,1,16
Floirac Arena,725,724,0.14,16,1,16
Parc Relais Le Haillan Rostand,204,140,31.37,16,1,16
Parc Relais La Gardette Sud,151,110,27.15,16,1,16
Parc Relais Lauriers,149,67,55.03,16,1,16
